,ForceType,Sex,Race,TypeOfResistance
660,Bodily Force,Male,White,tensed
661,Bodily Force,Male,Black,verbal non-compliance
662,Bodily Force,Male,Black,fled
663,Bodily Force,Male,Black,tensed
664,Bodily Force,Female,White,verbal non-compliance
665,Bodily Force,Male,Black,fled
666,Bodily Force,Male,White,fled
667,Less Lethal Weapons,Male,Black,fled
668,Chemical Irritant,Female,Black,tensed
669,Bodily Force,Male,Black,verbal non-compliance
670,Bodily Force,Female,Black,other/unspecified
671,Bodily Force,Male,other,commission of crime
672,Bodily Force,Male,White,verbal non-compliance
673,Bodily Force,Male,White,fled
674,Chemical Irritant,Male,Black,tensed
675,Chemical Irritant,Male,Black,tensed
676,Bodily Force,Male,other,commission of crime
677,Bodily Force,Male,Black,verbal non-compliance
678,Less Lethal Weapons,Male,Black,commission of crime
679,Less Lethal Weapons,Male,Black,fled
680,Bodily Force,Male,Black,tensed
681,Bodily Force,Male,Black,tensed
682,Bodily Force,Male,other,commission of crime
683,Bodily Force,Female,Black,verbal non-compliance
684,Bodily Force,Male,White,fled
685,Bodily Force,Male,Black,fled
686,Bodily Force,Male,Black,commission of crime
687,Bodily Force,Male,Black,tensed
688,Chemical Irritant,Male,Black,fled
689,Bodily Force,Female,Black,tensed
690,Bodily Force,Male,White,assaulting police officer or animal
691,Bodily Force,Male,Black,tensed
692,Chemical Irritant,Male,Black,commission of crime
693,Bodily Force,Male,Black,tensed
694,Bodily Force,Male,White,other/unspecified
695,Bodily Force,Male,Black,fled
696,Less Lethal Weapons,Male,Black,commission of crime
697,Bodily Force,Male,Black,fled
698,Bodily Force,Male,Black,commission of crime
699,Bodily Force,Male,White,fled
700,Bodily Force,Male,Black,fled
701,Bodily Force,Male,Black,fled
702,Chemical Irritant,Male,other,commission of crime
703,Less Lethal Weapons,Male,White,tensed
704,Bodily Force,Female,Black,tensed
705,Bodily Force,Male,Black,assaulting police officer or animal
706,Bodily Force,Male,Black,commission of crime
707,Bodily Force,Male,White,tensed
708,Bodily Force,Male,other,other/unspecified
709,Less Lethal Weapons,Male,Black,fled
710,Bodily Force,Female,Native American,verbal non-compliance
711,Bodily Force,Male,Black,fled
712,Bodily Force,Male,Black,commission of crime
713,Bodily Force,Female,Black,tensed
714,Chemical Irritant,Male,Black,verbal non-compliance
715,Less Lethal Weapons,Male,Black,tensed
716,Bodily Force,Male,Black,commission of crime
717,Bodily Force,Male,Black,fled
718,Chemical Irritant,Male,Black,commission of crime
719,Bodily Force,Male,White,tensed
720,Bodily Force,Male,Black,commission of crime
721,Bodily Force,Male,White,tensed
722,Bodily Force,Male,White,tensed
723,Bodily Force,Male,Black,fled
724,Bodily Force,Male,White,tensed
725,Bodily Force,Male,Black,tensed
726,Bodily Force,Male,Black,assaulting police officer or animal
727,Bodily Force,Male,Black,assaulting police officer or animal
728,Bodily Force,Male,Black,tensed
729,Bodily Force,Male,White,verbal non-compliance
730,Bodily Force,Male,White,fled
731,Bodily Force,Male,other,other/unspecified
732,Bodily Force,Female,other,assaulting police officer or animal
733,Bodily Force,Male,Black,fled
734,Bodily Force,Male,Black,tensed
735,Bodily Force,Male,White,fled
736,Bodily Force,Male,Black,tensed
737,Bodily Force,Male,Black,fled
738,Guns,Male,Black,verbal non-compliance
739,Bodily Force,Male,White,verbal non-compliance
740,Bodily Force,Female,other,tensed
741,Bodily Force,Male,Black,fled
742,Less Lethal Weapons,Male,White,tensed
743,Bodily Force,Male,White,tensed
744,Bodily Force,Male,White,fled
745,Less Lethal Weapons,Male,Black,fled
746,Bodily Force,Male,White,tensed
747,Bodily Force,Male,Black,assaulting police officer or animal
748,Bodily Force,Male,Black,fled
749,Bodily Force,Male,Black,other/unspecified
750,Bodily Force,Male,other,verbal non-compliance
751,Bodily Force,Male,Native American,other/unspecified
752,Bodily Force,Male,Black,fled
753,Bodily Force,Male,White,fled
754,Bodily Force,Male,Black,fled
755,Less Lethal Weapons,Male,Black,tensed
756,Bodily Force,Male,other,fled
757,Bodily Force,Male,Black,verbal non-compliance
758,Bodily Force,Male,White,fled
759,Bodily Force,Male,Black,assaulting police officer or animal
760,Less Lethal Weapons,Male,White,other/unspecified
761,Less Lethal Weapons,Male,other,commission of crime
762,Bodily Force,Male,White,fled
763,Guns,Male,White,commission of crime
764,Bodily Force,Male,Black,fled
765,Bodily Force,Male,Black,commission of crime
766,Bodily Force,Male,other,commission of crime
767,Bodily Force,Male,Black,commission of crime
768,Bodily Force,Male,Black,fled
769,Bodily Force,Male,Black,other/unspecified
770,Bodily Force,Male,Black,fled
771,Chemical Irritant,Male,White,commission of crime
772,Bodily Force,Male,Black,fled
773,Bodily Force,Male,Black,fled
774,Less Lethal Weapons,Male,Black,fled
775,Less Lethal Weapons,Male,Black,verbal non-compliance
776,Less Lethal Weapons,Male,Black,fled
777,Bodily Force,Male,White,fled
778,Chemical Irritant,Male,Black,fled
779,Bodily Force,Male,White,tensed
780,Bodily Force,Female,Black,tensed
781,Bodily Force,Male,White,verbal non-compliance
782,Bodily Force,Male,other,commission of crime
783,Bodily Force,Male,other,tensed
784,Bodily Force,Female,Black,tensed
785,Less Lethal Weapons,Male,Black,tensed
786,Bodily Force,Male,Black,verbal non-compliance
787,Less Lethal Weapons,Male,Black,tensed
788,Bodily Force,Male,Black,commission of crime
789,Bodily Force,Male,Black,commission of crime
790,Bodily Force,Male,Black,tensed
791,Less Lethal Weapons,Male,Black,commission of crime
792,Less Lethal Weapons,Male,Native American,commission of crime
793,Bodily Force,Male,Black,tensed
794,Bodily Force,Male,Black,fled
795,Bodily Force,Male,Black,verbal non-compliance
796,Less Lethal Weapons,Male,Black,assaulting police officer or animal
797,Less Lethal Weapons,Male,Black,assaulting police officer or animal
798,Chemical Irritant,Male,other,commission of crime
799,Bodily Force,Male,White,tensed
800,Bodily Force,Male,Black,commission of crime
801,Bodily Force,Male,Native American,fled
802,Bodily Force,Male,Black,fled
803,Bodily Force,Male,Black,verbal non-compliance
804,Less Lethal Weapons,Male,Black,fled
805,Bodily Force,Male,Black,tensed
806,Bodily Force,Male,Black,commission of crime
807,Bodily Force,Male,White,tensed
808,Less Lethal Weapons,Male,Black,fled
809,Bodily Force,Male,Black,commission of crime
810,Bodily Force,Male,White,verbal non-compliance
811,Less Lethal Weapons,Male,Black,tensed
812,Bodily Force,Male,Black,commission of crime
813,Bodily Force,Male,White,verbal non-compliance
814,Bodily Force,Male,other,other/unspecified
815,Bodily Force,Male,Black,assaulting police officer or animal
816,Bodily Force,Male,Black,fled
817,Bodily Force,Male,Black,other/unspecified
818,Bodily Force,Female,Black,tensed
819,Bodily Force,Female,Black,commission of crime
820,Bodily Force,Male,Native American,assaulting police officer or animal
821,Less Lethal Weapons,Male,Black,fled
822,Less Lethal Weapons,Male,White,fled
823,Bodily Force,Male,Black,fled
824,Bodily Force,Male,Black,verbal non-compliance
825,Chemical Irritant,Male,White,assaulting police officer or animal
826,Less Lethal Weapons,Female,White,other/unspecified
827,Bodily Force,Male,Black,commission of crime
828,Bodily Force,Male,Black,commission of crime
829,Bodily Force,Male,White,fled
830,Bodily Force,Male,Black,tensed
831,Bodily Force,Male,Black,assaulting police officer or animal
832,Less Lethal Weapons,Male,Black,assaulting police officer or animal
833,Less Lethal Weapons,Male,Black,assaulting police officer or animal
834,Bodily Force,Female,Black,commission of crime
835,Bodily Force,Male,other,verbal non-compliance
836,Chemical Irritant,Female,Black,commission of crime
837,Less Lethal Weapons,Male,Black,tensed
838,Bodily Force,Male,other,fled
839,Bodily Force,Male,Black,commission of crime
840,Bodily Force,Male,White,tensed
841,Bodily Force,Male,Black,tensed
842,Bodily Force,Male,White,commission of crime
843,Chemical Irritant,Female,Black,commission of crime
844,Bodily Force,Male,White,tensed
845,Less Lethal Weapons,Male,Black,fled
846,Bodily Force,Male,Black,fled
847,Bodily Force,Female,Black,tensed
848,Bodily Force,Male,Black,fled
849,Bodily Force,Male,Black,fled
850,Bodily Force,Male,Black,verbal non-compliance
851,Bodily Force,Male,Native American,tensed
852,Chemical Irritant,Male,Black,commission of crime
853,Chemical Irritant,Male,Black,commission of crime
854,Bodily Force,Male,Black,commission of crime
855,Bodily Force,Male,Black,commission of crime
856,Bodily Force,Male,Black,assaulting police officer or animal
857,Bodily Force,Male,Black,fled
858,Bodily Force,Male,Black,fled
859,Chemical Irritant,Male,Black,tensed
860,Bodily Force,Male,White,tensed
861,Bodily Force,Male,Black,fled
862,Bodily Force,Male,White,commission of crime
863,Bodily Force,Male,Black,fled
864,Less Lethal Weapons,Female,Black,commission of crime
865,Bodily Force,Male,White,fled
866,Bodily Force,Male,Black,fled
867,Less Lethal Weapons,Male,Black,fled
868,Less Lethal Weapons,Male,Black,commission of crime
869,Bodily Force,Female,Native American,commission of crime
870,Bodily Force,Male,White,fled
871,Bodily Force,Male,Black,other/unspecified
872,Bodily Force,Male,Black,assaulting police officer or animal
873,Bodily Force,Male,Black,assaulting police officer or animal
874,Chemical Irritant,Male,Native American,verbal non-compliance
875,Less Lethal Weapons,Female,Black,commission of crime
876,Bodily Force,Male,White,tensed
877,Bodily Force,Male,Black,fled
878,Bodily Force,Male,Black,other/unspecified
879,Less Lethal Weapons,Male,Black,commission of crime
880,Bodily Force,Male,Black,commission of crime
881,Bodily Force,Male,White,commission of crime
882,Bodily Force,Male,Native American,tensed
883,Bodily Force,Male,Black,assaulting police officer or animal
884,Bodily Force,Male,Black,assaulting police officer or animal
885,Bodily Force,Male,Black,fled
886,Bodily Force,Male,Black,commission of crime
887,Bodily Force,Female,Black,tensed
888,Bodily Force,Male,Native American,assaulting police officer or animal
889,Bodily Force,Male,Black,fled
890,Bodily Force,Male,Black,commission of crime
891,Bodily Force,Male,Black,fled
892,Bodily Force,Male,Black,verbal non-compliance
893,Bodily Force,Male,White,other/unspecified
894,Bodily Force,Male,Black,commission of crime
895,Less Lethal Weapons,Male,Black,commission of crime
896,Less Lethal Weapons,Female,White,other/unspecified
897,Bodily Force,Male,Black,assaulting police officer or animal
898,Chemical Irritant,Male,Black,tensed
899,Bodily Force,Male,Black,tensed
900,Bodily Force,Male,White,fled
901,Less Lethal Weapons,Male,Black,fled
902,Bodily Force,Male,White,other/unspecified
903,Bodily Force,Male,Black,commission of crime
904,Bodily Force,Female,Black,fled
905,Bodily Force,Male,Black,fled
906,Bodily Force,Male,White,verbal non-compliance
907,Bodily Force,Male,Black,fled
908,Bodily Force,Male,Black,fled
909,Less Lethal Weapons,Male,White,tensed
910,Bodily Force,Male,Black,fled
911,Less Lethal Weapons,Male,other,verbal non-compliance
912,Bodily Force,Male,Black,commission of crime
913,Bodily Force,Male,Native American,other/unspecified
914,Bodily Force,Male,Black,tensed
915,Bodily Force,Male,Black,commission of crime
916,Bodily Force,Male,Black,commission of crime
917,Chemical Irritant,Male,other,verbal non-compliance
918,Bodily Force,Male,Black,fled
919,Bodily Force,Male,Black,tensed
920,Bodily Force,Male,Black,fled
921,Less Lethal Weapons,Male,Black,fled
922,Bodily Force,Male,Black,fled
923,Less Lethal Weapons,Female,White,tensed
924,Chemical Irritant,Female,Black,verbal non-compliance
925,Bodily Force,Male,Black,verbal non-compliance
926,Bodily Force,Male,White,fled
927,Bodily Force,Male,Black,other/unspecified
928,Bodily Force,Male,Black,assaulting police officer or animal
929,Chemical Irritant,Male,White,commission of crime
930,Less Lethal Weapons,Male,Black,other/unspecified
931,Bodily Force,Male,White,other/unspecified
932,Less Lethal Weapons,Male,Black,verbal non-compliance
933,Bodily Force,Male,Native American,tensed
934,Bodily Force,Male,White,verbal non-compliance
935,Bodily Force,Male,other,assaulting police officer or animal
936,Bodily Force,Male,Black,fled
937,Bodily Force,Male,White,assaulting police officer or animal
938,Bodily Force,Male,Black,tensed
939,Chemical Irritant,Male,Native American,assaulting police officer or animal
940,Bodily Force,Female,Black,tensed
941,Bodily Force,Male,Black,verbal non-compliance
942,Chemical Irritant,Male,Black,other/unspecified
943,Bodily Force,Male,Black,commission of crime
944,Bodily Force,Male,White,tensed
945,Bodily Force,Male,White,tensed
946,Bodily Force,Female,Native American,tensed
947,Less Lethal Weapons,Male,Black,fled
948,Chemical Irritant,Female,other,commission of crime
949,Bodily Force,Male,other,tensed
950,Bodily Force,Male,Black,fled
951,Bodily Force,Male,Black,fled
952,Bodily Force,Male,Black,commission of crime
953,Less Lethal Weapons,Male,White,verbal non-compliance
954,Bodily Force,Male,Black,other/unspecified
955,Bodily Force,Male,Black,commission of crime
956,Chemical Irritant,Male,Black,commission of crime
957,Bodily Force,Male,Black,fled
958,Chemical Irritant,Male,Black,tensed
959,Less Lethal Weapons,Male,Black,verbal non-compliance
960,Bodily Force,Male,Black,tensed
961,Bodily Force,Male,Black,fled
962,Bodily Force,Male,Black,fled
963,Bodily Force,Male,Black,assaulting police officer or animal
964,Less Lethal Weapons,Male,Black,tensed
965,Bodily Force,Male,White,commission of crime
966,Bodily Force,Male,White,commission of crime
967,Bodily Force,Male,Black,fled
968,Bodily Force,Female,Black,commission of crime
969,Bodily Force,Male,Black,tensed
970,Bodily Force,Female,White,verbal non-compliance
971,Bodily Force,Male,Black,fled
972,Less Lethal Weapons,Female,Native American,commission of crime
973,Bodily Force,Male,Black,fled
974,Bodily Force,Male,White,verbal non-compliance
975,Bodily Force,Male,White,fled
976,Bodily Force,Male,Black,commission of crime
977,Bodily Force,Male,White,tensed
978,Chemical Irritant,Male,other,verbal non-compliance
979,Bodily Force,Male,White,fled
980,Bodily Force,Male,Black,fled
981,Bodily Force,Male,White,fled
982,Bodily Force,Male,Black,commission of crime
983,Bodily Force,Male,Black,commission of crime
984,Less Lethal Weapons,Male,Black,commission of crime
985,Bodily Force,Male,Black,commission of crime
986,Bodily Force,Male,Black,tensed
987,Bodily Force,Female,other,assaulting police officer or animal
988,Bodily Force,Male,Black,verbal non-compliance
989,Bodily Force,Male,White,commission of crime
990,Less Lethal Weapons,Male,Black,commission of crime
991,Less Lethal Weapons,Female,Black,commission of crime
992,Bodily Force,Male,Black,fled
993,Bodily Force,Male,Black,fled
994,Bodily Force,Male,Native American,fled
995,Less Lethal Weapons,Male,Black,commission of crime
996,Bodily Force,Female,Native American,commission of crime
997,Bodily Force,Male,Black,commission of crime
998,Bodily Force,Male,other,tensed
999,Bodily Force,Female,Black,other/unspecified
1000,Less Lethal Weapons,Male,Black,fled
1001,Bodily Force,Male,Black,assaulting police officer or animal
1002,Bodily Force,Male,White,fled
1003,Bodily Force,Male,Black,tensed
1004,Less Lethal Weapons,Male,other,commission of crime
1005,Bodily Force,Male,White,tensed
1006,Bodily Force,Male,Black,assaulting police officer or animal
1007,Chemical Irritant,Male,other,verbal non-compliance
1008,Bodily Force,Male,Black,fled
1009,Bodily Force,Male,White,commission of crime
1010,Bodily Force,Male,Black,fled
1011,Bodily Force,Male,Black,fled
1012,Bodily Force,Male,Native American,tensed
1013,Less Lethal Weapons,Male,other,tensed
1014,Chemical Irritant,Male,Black,verbal non-compliance
1015,Bodily Force,Male,White,fled
1016,Less Lethal Weapons,Male,Black,fled
1017,Chemical Irritant,Male,Black,other/unspecified
1018,Chemical Irritant,Male,Black,fled
1019,Bodily Force,Male,Black,commission of crime
1020,Less Lethal Weapons,Male,Black,fled
